,1.28 Trial 1,1.28 Trial 2,1.28 Trial 3,1.28-Triton Trial 1,1.28-Triton Trial 2,1.28-Triton Trial 3
Time,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity
321,238.920333,244.694,240.241,7.697333,21.813,16.405666
322,239.105,244.452666,240.359333,7.693666,21.723666,16.342333
323,239.275666,244.173,240.351666,7.675666,21.609666,16.260333
324,239.202333,243.965333,240.317666,7.648666,21.538,16.218666
325,239.026,243.95,240.315333,7.628333,21.447333,16.141
326,238.937,244.014333,240.211666,7.629333,21.346333,16.044
327,238.853,244.013666,240.052666,7.632,21.24,15.975
328,238.603333,244.003,239.825,7.628333,21.121333,15.916666
329,238.254,243.976333,239.533333,7.612666,21.004666,15.857
330,238.072666,243.939666,239.339,7.596,20.894666,15.812333
331,238.133,243.884,239.214333,7.604666,20.822333,15.795666
332,238.167,243.626,239.322333,7.589,20.759666,15.757666
333,238.200333,243.377666,239.427333,7.589666,20.730666,15.687
334,238.146666,242.826,239.202333,7.593666,20.695333,15.592333
335,238.183666,242.597666,238.897333,7.605666,20.592,15.557666
336,238.189333,242.507666,238.514333,7.582333,20.435,15.504
337,238.169333,242.717333,238.491,7.532666,20.278333,15.489666
338,237.993666,242.932,238.529666,7.521,20.174333,15.465
339,237.859666,242.776666,238.483333,7.520666,20.053333,15.413666
340,237.692333,242.414,238.488,7.544666,19.987666,15.327
341,237.536333,241.967,238.588666,7.515666,19.900333,15.243666
342,237.528666,242.166,238.663,7.492,19.822666,15.201
343,237.447333,242.331,238.588333,7.483,19.693333,15.166666
344,237.542666,242.381333,238.325,7.498666,19.565333,15.118
345,237.501666,242.080333,238.188,7.514333,19.467666,15.026
346,237.597,241.974,238.150666,7.490666,19.377333,14.942333
347,237.483666,241.829666,238.137666,7.491999,19.258,14.883666
348,237.303666,241.769333,238.120333,7.492999,19.141333,14.849333
349,237.096666,241.660333,238.230666,7.538666,19.001,14.824666
350,237.086333,241.797333,238.232666,7.557333,18.927333,14.759666
351,237.085666,241.848666,238.161333,7.546,18.848,14.703666
352,237.006333,241.765333,237.767333,7.511666,18.801333,14.623666
353,236.783333,241.592,237.455,7.482333,18.756333,14.56
354,236.549333,241.490666,237.381333,7.473666,18.679333,14.506333
355,236.470666,241.432666,237.530333,7.470999,18.573666,14.447
356,236.525,241.380666,237.555333,7.467999,18.453666,14.371333
357,236.581,241.356,237.308,7.474333,18.351666,14.300333
358,236.506,241.34,237.044,7.472666,18.279333,14.245
359,236.295,241.255666,236.931666,7.465666,18.221333,14.191
360,236.061,241.079,236.868666,7.454666,18.187,14.132333
361,235.947333,240.905333,236.789333,7.435,18.156,14.081
362,235.969333,240.773666,236.783,7.426333,18.073,14.035
363,235.962666,240.574,236.858,7.421333,17.971666,13.986333
364,235.963,240.467666,236.755666,7.437,17.859666,13.969666
365,235.998,240.423,236.491666,7.424333,17.803666,13.948
366,236.080666,240.624333,236.453333,7.409333,17.728,13.916
367,236.086666,240.599666,236.314,7.404333,17.678,13.817666
368,235.981333,240.506333,236.343333,7.397333,17.610666,13.729333
369,236.006,240.309333,236.253333,7.413333,17.583333,13.670333
370,236.031666,240.308333,236.283,7.425333,17.483333,13.605666
371,236.087,240.318666,236.113,7.456666,17.366,13.537333
372,235.928666,240.124666,235.937,7.440333,17.256,13.442333
373,235.855,240.144333,235.948333,7.398333,17.185333,13.4
374,235.528,239.974,236.102333,7.384,17.134333,13.337333
375,235.357,240.124666,236.065,7.385666,17.034333,13.273333
376,235.220666,239.891666,236.046333,7.405666,16.978,13.269666
377,235.177666,239.818666,235.807666,7.394333,16.905333,13.226
378,235.155333,239.559333,235.621,7.381333,16.883333,13.193666
379,234.96,239.560666,235.382333,7.366333,16.800666,13.113666
380,235.104333,239.579333,235.286,7.375666,16.721,13.078
381,235.194,239.514666,235.192,7.406666,16.621,13.048333
382,235.219,239.391333,235.034,7.416333,16.525333,12.987333
383,234.916333,239.253333,234.998,7.410333,16.434666,12.962333
384,234.685333,238.977333,234.974,7.380666,16.327333,12.937666
385,234.696333,238.859,234.933666,7.357,16.261666,12.897
386,234.78,238.883666,234.826333,7.337666,16.222666,12.838
387,234.798666,239.026333,234.732,7.326333,16.193333,12.792333
388,234.727333,238.930333,234.695666,7.335333,16.149666,12.781
389,234.603,238.732333,234.638666,7.357333,16.09,12.771
390,234.415666,238.727333,234.537666,7.379333,16.010666,12.739
391,234.219333,238.763333,234.365666,7.390333,15.912333,12.695666
392,234.113333,238.745666,234.229,7.382666,15.840333,12.648333
393,234.027333,238.664,234.255333,7.372,15.806,12.607666
394,233.955333,238.527666,234.139,7.364666,15.759,12.574333
395,234.066333,238.414333,234.131333,7.361666,15.689666,12.54
396,234.155333,238.344666,234.05,7.362666,15.621333,12.520666
397,234.236333,238.351333,234.115666,7.354333,15.59,12.485666
398,234.077333,238.262666,234.035666,7.349666,15.564,12.485333
399,234.018333,237.943666,233.850333,7.348,15.541333,12.424333
400,233.919,237.784,233.602,7.367,15.503666,12.358
401,233.876666,237.853,233.577,7.374,15.497666,12.275666
402,233.945333,238.026333,233.529,7.377333,15.462,12.262
403,233.824,238.112333,233.564666,7.356999,15.383333,12.227333
404,233.657,237.819666,233.398,7.364666,15.299333,12.217666
405,233.613,237.78,233.265,7.366333,15.208333,12.137333
406,233.697,237.346,233.079,7.353666,15.184,12.106
407,233.738666,237.473,233.033333,7.343333,15.131,12.061666
408,233.429,237.280666,233.061333,7.349666,15.131333,12.085
409,233.389333,237.239,233.092666,7.370666,15.085,12.048666
410,233.442333,237.160666,233.040333,7.373333,15.048,11.985
411,233.487666,237.16,232.868666,7.346666,14.991,11.864333
412,233.221,237.272,232.910333,7.336666,14.952333,11.788666
413,233.035666,237.018333,232.779666,7.325666,14.896,11.744333
414,232.993,236.740333,232.745666,7.352333,14.824666,11.746666
415,233.086,236.543666,232.576,7.361999,14.775666,11.742666
416,233.068333,236.602333,232.503333,7.367999,14.741333,11.686666
417,233.036333,236.665666,232.356,7.372333,14.691333,11.602333
418,232.995666,236.639,232.193666,7.378333,14.628666,11.542333
419,233.061333,236.557,232.106666,7.370666,14.574333,11.518
420,233.023666,236.433,232.125,7.351333,14.531666,11.516
421,232.807333,236.268,232.143333,7.341,14.464333,11.505333
422,232.574333,236.069666,232.090666,7.349,14.363666,11.485666
423,232.369666,235.9,232.047,7.371,14.283666,11.474
424,232.382,235.810333,231.933333,7.381333,14.254666,11.453
425,232.443,235.682,231.814333,7.368333,14.256333,11.423
426,232.548333,235.612333,231.71,7.336333,14.246666,11.368333
427,232.548,235.737666,231.673666,7.319666,14.213333,11.323333
428,232.669333,235.856333,231.74,7.315333,14.145666,11.284333
429,232.749666,235.961666,231.768666,7.314,14.087,11.263
430,232.749333,235.803666,231.731,7.319333,14.020666,11.225333
431,232.576666,235.577,231.706,7.347333,13.967333,11.166333
432,232.386666,235.240333,231.643,7.364666,13.933,11.11
433,232.143333,234.865,231.590333,7.348333,13.852,11.106333
434,231.896666,234.831666,231.572666,7.337,13.802,11.098333
435,231.925666,234.867666,231.355,7.338666,13.751666,11.081666
436,231.89,235.026333,231.261,7.352,13.748666,11.016333
437,231.916,235.176,231.062333,7.35,13.691333,10.974333
438,231.731333,235.073,231.05,7.330666,13.610666,10.970333
439,231.679333,235.164666,231.062666,7.328333,13.516666,10.959
440,231.606,234.904666,230.954666,7.334,13.530666,10.951
441,231.488333,234.821666,230.912666,7.355,13.532,10.89
442,231.528666,234.569,230.904666,7.358333,13.519333,10.846666
443,231.477,234.433333,230.877,7.330666,13.416333,10.837333
444,231.481333,234.417666,230.784666,7.315,13.318,10.821333
